numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,Column1
7037,2.02E+13,100330,150,1,270,8.9,282.15,280.95,92,8690,61,mq,mq,100,8,250,mq,mq,mq,98450,mq,mq,460,mq,mq,mq,mq,282.05,mq,mq,15.1,17.9,-10,mq,0,mq,mq,0.8,3,3.8,3.8,mq,mq,mq,mq,mq,8,mq,240,mq,8,mq,mq,mq,mq,mq,mq,mq,
7072,2.02E+13,100100,-60,6,250,8.8,282.75,280.65,87,19800,50,mq,mq,100,8,800,mq,mq,mq,98960,mq,mq,-170,mq,mq,mq,mq,281.35,mq,mq,15.9,16,-10,2,0,mq,mq,0.2,0.8,1.2,1.6,2,mq,mq,mq,mq,7,mq,600,8,mq,780,mq,mq,mq,mq,mq,mq,
7110,2.02E+13,101080,-30,7,270,5.3,282.25,280.35,88,17780,0,mq,mq,mq,3,450,mq,mq,mq,99890,mq,mq,1270,mq,mq,mq,mq,280.55,mq,mq,11.1,11.1,-10,1,0,mq,mq,-0.1,0.2,2.6,2.8,7.1,mq,mq,mq,mq,2,mq,510,3,mq,690,mq,mq,mq,mq,mq,mq,
7117,2.02E+13,100880,30,1,250,9.7,283.45,280.65,83,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100180,mq,mq,1420,mq,mq,mq,mq,mq,mq,mq,17.6,17.6,-10,mq,mq,mq,mq,0,0,0,-0.1,2.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7130,2.02E+13,101000,10,0,250,4.4,282.15,280.15,87,45660,0,mq,mq,mq,3,800,mq,mq,mq,100550,mq,mq,910,mq,mq,mq,mq,282.75,mq,mq,7.1,11.5,-10,0,0,mq,mq,0,0,-0.1,0.2,3.6,mq,mq,mq,mq,3,mq,810,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7139,2.02E+13,100760,60,3,250,5.3,282.05,280.85,92,4940,55,mq,mq,100,8,450,mq,mq,mq,99020,mq,mq,660,mq,mq,mq,mq,282.95,mq,mq,7.7,11.9,-10,2,0,mq,mq,0.6,0.6,1,3.8,9.2,mq,mq,mq,mq,6,mq,390,8,mq,570,mq,mq,mq,mq,mq,mq,
7149,2.02E+13,100460,50,3,250,8.7,283.35,280.05,80,42950,0,mq,mq,100,8,800,mq,mq,mq,99380,mq,mq,250,mq,mq,mq,mq,mq,mq,mq,15.7,15.7,-10,1,0,mq,mq,-0.1,0.2,0.2,0.4,1,mq,mq,mq,mq,7,mq,720,8,mq,870,mq,mq,mq,mq,mq,mq,
7168,2.02E+13,100520,-20,6,240,10.1,282.45,280.55,88,6170,61,mq,mq,100,8,800,mq,mq,mq,99100,mq,mq,60,mq,mq,mq,mq,281.35,mq,mq,16,17.7,-10,2,0,mq,mq,0.8,1,1,4.1,4.5,mq,mq,mq,mq,5,mq,900,7,mq,1110,7,mq,1290,mq,8,mq,
7181,2.02E+13,100380,-80,8,230,10.8,281.35,278.95,85,19400,58,mq,mq,100,8,800,mq,mq,mq,96240,mq,mq,-170,mq,mq,mq,mq,279.15,mq,mq,15.3,15.3,-10,mq,mq,mq,mq,0.2,0.2,0.4,2.2,8.4,mq,mq,mq,mq,8,mq,660,mq,8,mq,mq,mq,mq,mq,mq,mq,
7190,2.02E+13,100470,-50,7,190,6.1,281.85,279.15,83,60000,51,mq,mq,100,8,800,mq,mq,mq,98660,mq,mq,-260,mq,mq,mq,mq,280.35,mq,mq,10.8,10.8,-10,1,0,mq,mq,-0.1,-0.1,-0.1,2.2,8,mq,mq,mq,mq,1,mq,810,6,mq,1050,8,mq,1230,mq,mq,mq,
7207,2.02E+13,101250,-10,5,270,10.7,284.05,282.35,89,10000,25,2,mq,60,5,250,32,20,10,100730,mq,mq,930,mq,mq,mq,mq,mq,mq,mq,16.5,19.8,-10,2,mq,mq,mq,0.2,0.2,0.2,1.2,2.8,mq,mq,mq,mq,5,8,200,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7222,2.02E+13,101180,-20,8,260,5.8,284.15,281.35,83,14120,0,mq,mq,90,7,800,mq,mq,mq,100870,mq,mq,690,mq,mq,mq,mq,283.75,mq,mq,9,11.2,-10,2,0,mq,mq,0,-0.1,0.2,0.2,3.8,mq,mq,mq,mq,5,mq,600,5,mq,870,6,mq,1020,mq,mq,mq,
7240,2.02E+13,101020,60,2,250,6.7,282.55,280.15,85,60000,0,mq,mq,75,6,800,mq,mq,mq,99670,mq,mq,460,mq,mq,mq,mq,282.75,mq,mq,10.2,12,-10,0,0,mq,mq,0,-0.1,1.4,1.4,6.4,mq,mq,mq,mq,5,mq,600,5,mq,900,6,mq,1080,mq,mq,mq,
7255,2.02E+13,101060,0,5,260,6,282.55,280.85,89,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,99060,mq,mq,240,mq,mq,mq,mq,281.45,mq,mq,11,13.7,-10,mq,0,mq,mq,-0.1,-0.1,-0.1,0.4,7.5,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7280,2.02E+13,100910,-40,5,220,4.8,281.65,279.95,89,7660,0,mq,mq,100,6,800,mq,mq,mq,98270,mq,mq,120,mq,mq,mq,mq,282.85,mq,mq,8.3,8.3,-10,2,0,mq,mq,0.4,0.8,0.8,1.2,2.8,mq,mq,mq,mq,1,mq,810,5,mq,1170,6,mq,1380,mq,8,mq,
7299,2.02E+13,100780,-50,5,240,7.8,281.45,278.55,82,3990,63,mq,mq,75,6,1250,mq,mq,mq,97520,mq,mq,-110,mq,mq,mq,mq,280.75,mq,mq,13.8,13.8,-10,2,0,mq,mq,0.8,1,2.6,2.6,5.8,mq,mq,mq,mq,5,mq,1050,5,mq,1260,6,mq,1500,mq,9,mq,
7314,2.02E+13,101480,-20,8,270,12,285.05,282.25,83,10000,2,0,mq,40,3,800,32,mq,mq,101200,mq,mq,520,mq,mq,mq,mq,mq,mq,mq,17.6,17.6,-10,2,mq,mq,mq,0,0,-0.1,-0.1,0.2,mq,mq,mq,mq,3,8,800,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7335,2.02E+13,101290,0,0,250,6.6,282.75,281.05,89,19560,0,mq,mq,90,7,800,mq,mq,mq,99840,mq,mq,390,mq,mq,mq,mq,283.45,mq,mq,10.5,10.5,-10,2,0,mq,mq,0,0,0.6,0.8,7.9,mq,mq,mq,mq,5,mq,600,6,mq,780,7,mq,990,mq,mq,mq,
7434,2.02E+13,101460,-10,8,260,5.5,281.05,279.95,93,9310,60,mq,mq,100,8,250,mq,mq,mq,96650,mq,mq,240,mq,mq,mq,mq,282.15,mq,mq,10,13.5,-10,2,0,mq,mq,0.2,0.6,0.6,2.2,3.4,mq,mq,mq,mq,8,mq,240,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7460,2.02E+13,101300,-50,5,120,1.8,281.95,277.15,72,60000,0,mq,mq,mq,5,800,mq,mq,mq,97350,mq,mq,290,mq,mq,mq,mq,279.55,mq,mq,4.6,8.7,-10,1,0,mq,mq,-0.1,-0.1,-0.1,1.6,5.8,mq,mq,mq,mq,1,mq,750,5,mq,990,5,mq,1560,mq,mq,mq,
7471,2.02E+13,mq,-40,8,270,4.4,278.05,274.75,79,20000,0,mq,mq,90,3,800,mq,mq,mq,91700,92500,762,10,mq,mq,mq,mq,275.85,mq,mq,8.1,9.6,-10,mq,0,mq,mq,0,-0.1,1,4.2,5,mq,mq,mq,mq,2,mq,870,3,mq,1020,5,mq,2220,mq,mq,mq,
7481,2.02E+13,101320,-100,8,170,2.8,282.55,278.15,74,43750,61,8,6,100,8,1750,mq,mq,mq,98440,mq,mq,120,mq,mq,mq,mq,mq,mq,mq,4,6.3,-10,1,0,mq,mq,-0.1,-0.1,0.6,1.4,1.4,mq,mq,mq,mq,8,mq,1500,mq,8,mq,mq,mq,mq,mq,mq,mq,
7510,2.02E+13,101760,-70,7,250,5.1,284.25,281.25,82,12060,0,mq,mq,100,5,800,mq,mq,mq,101180,mq,mq,340,mq,mq,mq,mq,282.25,mq,mq,8.1,8.2,-10,1,0,mq,mq,0,-0.1,-0.1,-0.1,1,mq,mq,mq,mq,3,mq,750,5,mq,930,8,mq,5580,mq,mq,mq,
7535,2.02E+13,101740,-40,8,250,2.8,281.95,280.05,88,13780,0,mq,mq,90,7,450,mq,mq,mq,98600,mq,mq,230,mq,mq,mq,mq,282.75,mq,mq,9.1,9.7,-10,2,0,mq,mq,-0.1,0.2,0.2,0.8,2.4,mq,mq,mq,mq,5,mq,540,6,mq,690,7,mq,960,mq,mq,mq,
7558,2.02E+13,101600,-70,5,290,11.5,279.65,276.05,78,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,93220,mq,mq,-20,mq,mq,mq,mq,278.05,mq,mq,20.7,20.7,-10,mq,0,mq,mq,0,-0.1,-0.1,2.4,3.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7577,2.02E+13,101420,-30,5,20,1.5,280.85,277.05,77,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,100520,mq,mq,-150,mq,mq,mq,mq,282.25,mq,mq,2.8,3.1,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7591,2.02E+13,mq,60,5,250,2.4,278.45,274.35,75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,91130,mq,mq,-400,mq,276.75,mq,287.85,mq,mq,mq,mq,mq,mq,mq,0,mq,mq,0,0,0,5.6,5.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7607,2.02E+13,101960,-80,8,240,3.2,284.35,281.25,81,14250,0,mq,mq,100,7,800,mq,mq,mq,101240,mq,mq,390,mq,mq,mq,mq,286.75,mq,mq,5.2,6,-10,mq,0,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,5,mq,750,7,mq,990,7,mq,1230,mq,mq,mq,
7621,2.02E+13,102090,-50,8,240,5.3,283.15,278.75,74,5390,61,mq,mq,90,5,800,mq,mq,mq,97740,mq,mq,430,mq,mq,mq,mq,282.95,mq,mq,8.9,10.4,-10,1,0,mq,mq,-0.1,-0.1,-0.1,0.2,0.2,mq,mq,mq,mq,1,mq,840,5,mq,1320,7,mq,1800,mq,mq,mq,
7627,2.02E+13,102070,-40,6,290,3.8,283.45,276.45,62,20000,0,mq,mq,100,5,1250,mq,mq,mq,97130,mq,mq,340,mq,mq,mq,mq,283.25,mq,mq,7.5,12.2,-10,0,0,mq,mq,0,0,0,0.2,2.2,mq,mq,mq,mq,2,mq,1140,5,mq,1350,7,mq,1680,mq,mq,mq,
7630,2.02E+13,101940,-60,8,250,6.4,283.65,279.75,77,16870,0,mq,mq,mq,2,1250,mq,mq,mq,100130,mq,mq,340,mq,mq,mq,mq,282.35,mq,mq,10.4,10.8,-10,0,0,mq,mq,0,0,0,-0.1,-0.1,mq,mq,mq,mq,2,mq,1110,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7643,2.02E+13,101590,-10,8,280,7.2,285.75,276.95,55,45000,0,mq,mq,mq,mq,800,mq,mq,mq,101490,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,15.4,-10,mq,0,mq,mq,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7650,2.02E+13,101480,-40,6,270,10.4,285.75,279.15,64,39730,0,mq,mq,mq,1,4380,mq,mq,mq,101090,mq,mq,-130,mq,mq,mq,mq,283.65,mq,mq,12.9,13.9,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,4380,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7661,2.02E+13,mq,mq,mq,320,15.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,21.2,21.7,-10,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7690,2.02E+13,100740,-30,5,250,9.2,289.25,275.25,39,50000,2,0,0,0,0,mq,30,20,10,100430,mq,mq,-950,mq,mq,mq,mq,282.75,mq,mq,11.8,16.6,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7747,2.02E+13,101710,-60,8,290,10,287.65,275.85,45,60000,0,mq,mq,mq,1,1750,mq,mq,mq,101180,mq,mq,140,mq,mq,mq,mq,284.95,mq,mq,15.4,15.7,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,1740,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7761,2.02E+13,101310,0,5,270,3.8,287.85,281.15,64,17340,0,mq,mq,100,1,1250,mq,mq,mq,101200,mq,mq,-500,mq,mq,mq,mq,285.55,mq,mq,6.2,10.6,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,1020,8,mq,4140,mq,mq,mq,mq,mq,mq,
7790,2.02E+13,100690,-150,8,270,15.6,288.75,274.05,37,60000,0,mq,mq,mq,2,6180,mq,mq,mq,100550,mq,mq,-1020,mq,mq,mq,mq,mq,mq,mq,24.4,25.9,-10,mq,mq,mq,mq,0,0,0,-0.1,-0.1,mq,mq,mq,mq,2,mq,6180,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61968,2.02E+13,100960,80,3,250,0.6,298.45,297.55,95,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100910,mq,mq,-90,mq,298.35,mq,304.35,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,10,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61972,2.02E+13,101360,50,3,mq,mq,298.95,294.65,77,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101290,mq,mq,-80,mq,297.75,mq,301.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61976,2.02E+13,101130,100,3,80,8.3,301.35,298.35,84,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101040,mq,mq,280,mq,300.25,mq,302.65,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61980,2.02E+13,101400,100,3,160,2.3,298.85,293.65,73,60000,0,mq,mq,mq,5,2250,mq,mq,mq,101250,mq,mq,90,mq,mq,mq,mq,mq,mq,mq,3.6,6.3,-10,mq,mq,mq,mq,0,0,0,0.4,0.4,mq,mq,mq,mq,5,mq,2040,mq,8,mq,mq,mq,mq,mq,mq,mq,
61996,2.02E+13,102420,120,1,0,0,291.55,287.85,79,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,102080,mq,mq,550,mq,289.35,mq,294.45,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61997,2.02E+13,98710,130,3,280,12,278.85,273.75,70,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,96970,mq,mq,-850,mq,277.55,mq,283.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0.4,9.6,17.2,23.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61998,2.02E+13,100380,130,1,160,2.1,280.75,278.55,86,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100020,mq,mq,400,mq,mq,mq,mq,mq,mq,mq,mq,10.8,-10,mq,mq,mq,mq,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
67005,2.02E+13,101030,100,3,200,6,301.65,298.25,82,20000,0,mq,mq,75,6,800,mq,mq,mq,100950,mq,mq,-80,mq,mq,mq,mq,mq,mq,mq,7.4,7.7,-10,mq,mq,mq,mq,0,0,0,0,1,mq,mq,mq,mq,1,mq,630,5,mq,1050,6,mq,1350,mq,mq,mq,
71805,2.02E+13,101940,60,1,270,4.5,271.65,271.25,97,19940,0,mq,mq,mq,0,mq,mq,mq,mq,101850,mq,mq,330,mq,mq,mq,mq,273.25,mq,mq,5.3,5.3,-10,mq,mq,mq,mq,0,0,0,0,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78890,2.02E+13,101880,80,0,60,11.7,298.55,294.05,76,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101560,mq,mq,60,mq,297.65,mq,302.45,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78894,2.02E+13,102020,90,1,60,10.1,295.85,293.55,87,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101500,mq,mq,90,mq,295.75,mq,302.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,3.6,3.6,3.6,3.8,3.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78897,2.02E+13,101930,80,0,90,4,296.75,293.85,84,39610,mq,mq,mq,mq,mq,mq,mq,mq,mq,101840,mq,mq,80,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,-0.1,1.2,1.2,1.2,1.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78922,2.02E+13,101870,70,0,80,9.8,298.95,294.15,75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101420,mq,mq,60,mq,297.45,mq,301.35,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0.6,0.6,0.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78925,2.02E+13,101820,50,0,90,5.7,298.65,293.25,72,59680,0,mq,mq,mq,4,800,mq,mq,mq,101730,mq,mq,40,mq,mq,mq,mq,mq,mq,mq,9.5,11.5,-10,mq,mq,mq,mq,0,0,0,-0.1,mq,mq,mq,mq,mq,3,mq,900,4,mq,1140,mq,mq,mq,mq,mq,mq,
81401,2.02E+13,101410,120,0,0,0,296.45,296.15,98,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101350,mq,mq,50,mq,294.75,mq,306.05,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0.2,0.2,1,1,1.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81405,2.02E+13,101400,100,0,150,1.2,297.35,296.15,93,13470,0,mq,mq,75,5,800,mq,mq,mq,101310,mq,mq,20,mq,mq,mq,mq,298.75,mq,mq,2.8,2.8,-10,mq,mq,mq,mq,-0.1,-0.1,-0.1,-0.1,0.2,mq,mq,mq,mq,4,mq,690,5,mq,930,5,mq,1320,mq,mq,mq,
81408,2.02E+13,101360,100,0,0,0,296.75,296.05,96,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101280,mq,mq,40,mq,295.75,mq,305.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0.2,0.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81415,2.02E+13,mq,mq,mq,30,0.8,297.45,296.05,92,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,296.85,mq,305.85,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,1.8,1.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
89642,2.02E+13,99940,-20,8,130,12.9,269.55,268.75,93,10000,38,3,2,100,4,800,35,27,12,99400,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,19.5,19.5,-30,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,4,6,780,5,4,2400,5,0,6300,mq,mq,mq,
7005,2.02E+13,100170,160,3,280,9.1,282.35,281.75,96,8220,61,mq,mq,mq,mq,mq,mq,mq,mq,99310,mq,mq,690,282.35,mq,283.45,mq,281.95,mq,mq,14.2,15.5,-10,1,0,mq,mq,1.2,4.8,6.2,12.3,17.3,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7015,2.02E+13,99960,200,2,280,7.5,282.55,281.45,93,18510,0,mq,mq,100,8,250,mq,mq,mq,99400,mq,mq,450,282.55,mq,283.85,mq,282.25,mq,mq,10.8,11.2,-10,1,0,mq,mq,-0.1,0.2,1.6,4.6,8.6,mq,mq,mq,mq,5,mq,270,6,mq,390,8,mq,660,mq,mq,mq,
7020,2.02E+13,100620,110,2,260,10.5,283.55,281.15,85,10000,1,2,mq,75,6,800,34,20,10,100510,mq,mq,1490,283.35,mq,284.25,mq,mq,mq,mq,13.5,14.9,-10,mq,mq,mq,mq,0,0,0,0,1,mq,mq,mq,mq,6,6,800,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7027,2.02E+13,100680,110,3,270,8.7,282.85,280.15,83,40630,0,mq,mq,100,8,800,mq,mq,mq,99870,mq,mq,1100,282.85,mq,284.15,mq,282.75,mq,mq,12.8,14.2,-10,0,0,mq,mq,0,0,0,1.4,2,mq,mq,mq,mq,5,mq,600,5,mq,750,8,mq,1170,mq,mq,mq,
7037,2.02E+13,100470,140,3,260,7.2,282.05,280.45,90,4810,60,mq,mq,100,8,450,mq,mq,mq,98590,mq,mq,740,281.95,mq,284.05,mq,281.95,mq,mq,11.3,12.2,-10,mq,mq,mq,mq,-0.1,1,4,4.8,mq,mq,mq,mq,mq,8,mq,360,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7072,2.02E+13,100240,140,2,260,8,282.75,281.15,90,20000,0,mq,mq,100,8,450,mq,mq,mq,99100,mq,mq,150,282.55,mq,285.45,mq,281.35,mq,mq,12.9,13.8,-10,2,0,mq,mq,-0.1,0.6,1.4,2.2,2.6,mq,mq,mq,mq,8,mq,390,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7110,2.02E+13,101110,30,3,270,3.4,281.75,279.85,88,13300,58,mq,mq,75,4,450,mq,mq,mq,99920,mq,mq,1150,281.75,mq,284.35,mq,280.15,mq,mq,5.5,7.4,-10,1,0,mq,mq,-0.1,-0.1,0.2,2.8,7.1,mq,mq,mq,mq,1,mq,420,4,mq,1440,6,mq,1680,mq,8,mq,
7117,2.02E+13,100940,60,3,250,6.7,283.05,280.85,86,8000,81,8,8,75,5,450,33,26,10,100240,mq,mq,1380,282.45,mq,284.25,mq,mq,mq,mq,12.5,14.4,-10,2,mq,mq,mq,-0.1,0.2,0.2,0.2,2.8,mq,mq,mq,mq,2,7,300,1,8,800,1,3,2000,2,9,600,
7130,2.02E+13,101050,50,1,240,3.8,281.45,279.95,90,40970,0,mq,mq,mq,0,mq,mq,mq,mq,100600,mq,mq,930,281.45,mq,284.95,mq,282.45,mq,mq,6.2,7.5,-10,mq,mq,mq,mq,0,0,0,-0.1,3,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7139,2.02E+13,100830,60,3,240,5.9,281.75,280.35,91,14070,0,mq,mq,100,8,250,mq,mq,mq,99080,mq,mq,770,281.55,mq,283.25,mq,282.75,mq,mq,10.3,11.3,-10,2,0,mq,mq,-0.1,0.2,0.8,2.2,8.8,mq,mq,mq,mq,1,mq,270,7,mq,480,8,mq,780,mq,mq,mq,
7149,2.02E+13,100580,120,3,250,7.6,282.95,279.65,80,20000,1,2,2,90,7,800,38,mq,mq,99500,mq,mq,480,282.85,mq,285.05,mq,mq,mq,mq,11.5,16.6,-10,1,0,0,-60,0,-0.1,0.2,0.4,1,mq,mq,mq,mq,4,8,680,6,6,1400,mq,mq,mq,mq,mq,mq,
7168,2.02E+13,100580,60,3,250,10.3,282.45,280.25,86,16760,61,mq,mq,100,1,800,mq,mq,mq,99160,mq,mq,200,281.85,mq,283.45,mq,281.35,mq,mq,16.1,18.3,-10,2,0,mq,mq,0.2,1,2,2,5.5,mq,mq,mq,mq,1,mq,750,6,mq,1680,8,mq,2040,mq,mq,mq,
7181,2.02E+13,100400,10,3,230,9.9,280.85,279.65,92,7510,61,mq,mq,100,8,450,mq,mq,mq,96250,mq,mq,-10,280.65,mq,282.25,mq,279.15,mq,mq,14.1,14.3,-10,mq,mq,mq,mq,1.4,3.2,3.4,4.2,8.8,mq,mq,mq,mq,7,mq,420,8,mq,600,mq,8,mq,mq,mq,mq,
7190,2.02E+13,100430,-40,6,200,5.3,281.45,279.25,86,53930,61,mq,mq,100,7,1250,mq,mq,mq,98620,mq,mq,-110,281.35,mq,284.15,mq,280.35,mq,mq,8.5,9.4,-10,1,0,mq,mq,-0.1,-0.1,-0.1,0.2,4.8,mq,mq,mq,mq,7,mq,1050,7,mq,1410,7,mq,1860,mq,8,mq,
7207,2.02E+13,101240,-10,5,270,9.9,284.15,281.75,85,mq,mq,2,mq,mq,mq,mq,mq,mq,mq,100720,mq,mq,830,283.85,mq,285.15,mq,mq,mq,mq,16.2,16.2,-10,mq,mq,mq,mq,0,0,0.2,1.2,2.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7222,2.02E+13,101230,40,2,240,3.2,282.95,281.35,90,13900,0,mq,mq,90,7,450,mq,mq,mq,100910,mq,mq,660,282.75,mq,285.45,mq,283.45,mq,mq,5,7.2,-10,2,0,mq,mq,0,1,1,1.2,1.4,mq,mq,mq,mq,3,mq,480,3,mq,660,7,mq,1320,mq,8,mq,
7240,2.02E+13,101070,50,3,250,6.2,282.85,280.45,85,19050,0,mq,mq,100,8,450,mq,mq,mq,99720,mq,mq,560,282.45,mq,285.45,mq,282.75,mq,mq,10.7,10.7,-10,0,0,mq,mq,0,-0.1,-0.1,1.4,6,mq,mq,mq,mq,7,mq,510,8,mq,660,mq,mq,mq,mq,mq,mq,
7255,2.02E+13,101100,40,2,260,7.3,282.35,280.25,87,19260,0,mq,mq,mq,mq,mq,mq,mq,mq,99100,mq,mq,310,281.95,mq,285.15,mq,281.25,mq,mq,11.9,11.9,-10,mq,0,mq,mq,0,0.6,0.6,0.6,8.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7280,2.02E+13,100940,30,3,220,4.4,281.65,280.25,91,18600,50,mq,mq,100,8,800,mq,mq,mq,98300,mq,mq,60,281.45,mq,284.15,mq,282.75,mq,mq,7.6,9.7,-10,2,0,mq,mq,0.4,1.6,2.4,2.4,3.2,mq,mq,mq,mq,6,mq,780,7,mq,1020,8,mq,1200,mq,8,mq,
7299,2.02E+13,100750,-30,7,230,5.9,281.55,278.65,82,51160,0,mq,mq,100,2,1250,mq,mq,mq,97490,mq,mq,100,280.45,mq,284.25,mq,280.75,mq,mq,10.3,12.4,-10,1,0,mq,mq,-0.1,1.4,2.4,4,6.4,mq,mq,mq,mq,2,mq,1080,3,mq,1980,5,mq,3720,mq,9,mq,
